Sector,Area,Unit_Id,Unit_Process,Output_Category,Output,Output_Amount,Output_Unit
Power Plant,IP Grati,177,HRSG,Emission,Nitrogen Dioxide (NO2),9265.38,kg
Power Plant,IP Grati,177,HRSG,Emission,Total Partikulat,375.13,kg
Power Plant,IP Grati,177,HRSG,Waste,Steam,2022601408694,kCal
Power Plant,IP Grati,177,HRSG,Waste,Steam,2923788468,kg
Power Plant,IP Grati,177,HRSG,Waste,Blowdown HRSG,60050000,kg
Power Plant,IP Grati,177,HRSG,Waste,Waste,80,kg
Power Plant,IP Grati,177,HRSG,Waste,Waste,160,kg
Power Plant,IP Grati,178,Steam Turbine,Emission,Losses Steam ST,31465829.23,kg
Power Plant,IP Grati,178,Steam Turbine,Product,Electricity,8901284.12,Kwh
Power Plant,IP Grati,178,Steam Turbine,Waste,Steam,2923788468,kg
Power Plant,IP Grati,178,Steam Turbine,Waste,Waste,35,kg
Power Plant,IP Grati,178,Steam Turbine,Waste,Waste,7596243,kg
Power Plant,IP Grati,178,Steam Turbine,Waste,Lamp,87,kg
Power Plant,IP Grati,178,Steam Turbine,Waste,Waste,145,kg
Power Plant,IP Labuan,179,Condenser,Product,Condensated Water,1382975399,kg
Power Plant,IP Labuan,180,Feed Water Sistem (Heater),Product,Feedwater,3.249777703,liter
Power Plant,IP Labuan,181,Boiler,Product,Feedwater,3.249777703,liter
Power Plant,IP Labuan,182,Turbine,Product,Torsi,1.06,kWh
Power Plant,IP Labuan,182,Turbine,Product,Extraction Steam,446520.2095,kg
Power Plant,IP Labuan,183,Generator,Product,Electricity,1.06,kWh
Power Plant,IP Labuan,184,Trafo,Product,Electricity,1,Kwh
Power Plant,IP Labuan,184,Trafo,Product,Electricity,0.06,kwh
Power Plant,IP PLTG Gilimanuk,185,HSD Storage,Waste,Filter F/O Waste,37,kg
Power Plant,IP PLTG Gilimanuk,185,HSD Storage,Waste,HSD Fuel (HSD Storage),2239866.91,kg
Power Plant,IP PLTG Gilimanuk,185,HSD Storage,Waste,Waste,37.3,kg
Power Plant,IP PLTG Gilimanuk,185,HSD Storage,Waste,Waste,2265,kg
Power Plant,IP PLTG Gilimanuk,185,HSD Storage,Emission,Carbon Dioxide (CO2),18066.05,kg
Power Plant,IP PLTG Gilimanuk,186,Governor Control Valve,Waste,HSD Fuel (Governor Control Valve),2237601.91,kg
Power Plant,IP PLTG Gilimanuk,187,Gas Turbine,Waste,Thermal Energy (Gas Turbine),23683029570,kcal
Power Plant,IP PLTG Gilimanuk,187,Gas Turbine,Emission,Carbon Dioxide (CO2),6957221.4,kg
Power Plant,IP PLTG Gilimanuk,187,Gas Turbine,Emission,Nitrogen Oxide (NOx),25514352.81,kg
Power Plant,IP PLTG Gilimanuk,187,Gas Turbine,Emission,Sulfur Dioxide (SO2),8995.16,kg
Power Plant,IP PLTG Gilimanuk,187,Gas Turbine,Emission,Feedwater,3062843.74,liter
Power Plant,IP PLTG Gilimanuk,188,Generator,Product,Electricity,7352050,kWh
Power Plant,IP PLTG Gilimanuk,188,Generator,Product,Electricity,238350,kWh
Power Plant,IP PLTG Gilimanuk,188,Generator,Emission,Carbon Dioxide (CO2),9245.81,kg
Power Plant,IP PLTG Gilimanuk,189,Main Transformator,Product,Electricity,7352050,kWh
Power Plant,IP PLTG Gilimanuk,189,Main Transformator,Emission,Carbon Dioxide (CO2),309.7,kg
Power Plant,IP PLTG Gilimanuk,190,Aux Transformator,Product,Electricity,238350,kWh
Power Plant,IP PLTG Gilimanuk,191,Liquid Waste Separator,Waste,Oil (Return to HSD Storage),2265,kg
Power Plant,IP PLTG Gilimanuk,191,Liquid Waste Separator,Emission,Carbon Dioxide (CO2),43.1,kg
Power Plant,IP PLTG Gilimanuk,192,Lube Oil Tank,Waste,Oil Shell T 46 (Lube Oil Tank),15532.25,kg
Power Plant,IP PLTG Gilimanuk,192,Lube Oil Tank,Emission,Carbon Dioxide (CO2),96.78,kg
Power Plant,IP PLTG Gilimanuk,193,Main Lube Oil Pump,Waste,Oil Shell T 46 (Main Lube Oil Pump),15532.25,kg
Power Plant,IP PLTG Gilimanuk,193,Main Lube Oil Pump,Emission,Carbon Dioxide (CO2),3548.69,kg
Power Plant,IP PLTG Gilimanuk,194,Power Oil Pump,Waste,Oil Shell T 46 (Power Oil Pump),15532.25,kg
Power Plant,IP PLTG Gilimanuk,194,Power Oil Pump,Emission,Carbon Dioxide (CO2),1193.65,kg
Power Plant,IP PLTG Gilimanuk,195,Pre Treatment Plant,Waste,Filter Product (Pre Treatment Plant),58182.67,kg
Power Plant,IP PLTG Gilimanuk,195,Pre Treatment Plant,Waste,Wastewater,9388.57,kg
Power Plant,IP PLTG Gilimanuk,195,Pre Treatment Plant,Emission,Carbon Dioxide (CO2),23.1,kg
Power Plant,IP PLTG Gilimanuk,196,RO System,Waste,RO Product (RO System),44418.4,kg
Power Plant,IP PLTG Gilimanuk,196,RO System,Waste,Wastewater,13764.27,kg
Power Plant,IP PLTG Gilimanuk,196,RO System,Emission,Carbon Dioxide (CO2),37.96,kg
Power Plant,IP PLTG Gilimanuk,197,Demineralization Process,Waste,Demin Water (Demineralization Process),39670,kg
Power Plant,IP PLTG Gilimanuk,197,Demineralization Process,Waste,Wastewater,4748.4,kg
Power Plant,IP PLTG Gilimanuk,197,Demineralization Process,Emission,Carbon Dioxide (CO2),51.16,kg
Power Plant,IP PLTG Gilimanuk,198,Demin Storage,Waste,Cool Water (Demin Storage),410,kg
Power Plant,IP PLTG Gilimanuk,198,Demin Storage,Waste,NOx Water (Demin Storage),39260,kg
Power Plant,IP PLTG Gilimanuk,198,Demin Storage,Emission,Carbon Dioxide (CO2),23.1,kg
Power Plant,IP PLTG Gilimanuk,199,Cooling Water Pump,Waste,Cool Water (Cooling Water Pump),410,kg
Power Plant,IP PLTG Gilimanuk,199,Cooling Water Pump,Emission,Carbon Dioxide (CO2),2387.3,kg
Power Plant,IP PLTG Gilimanuk,200,NOx Water System,Waste,NOx Water (NOx Water System),39260,kg
Power Plant,IP PLTG Gilimanuk,200,NOx Water System,Emission,Carbon Dioxide (CO2),12904.32,kg
Power Plant,IP PLTG Gilimanuk,201,Wastewater,Waste,Wastewater,27901.24,kg
Power Plant,IP PLTG Gilimanuk,201,Wastewater,Emission,Carbon Dioxide (CO2),1.31,kg
Power Plant,IP PLTG Gilimanuk,202,Wastewater,Emission,Carbon Dioxide (CO2),1.16,kg
Power Plant,IP PLTG Gilimanuk,202,Wastewater,Emission,Feedwater,4401.24,liter
Power Plant,IP PLTG Gilimanuk,202,Wastewater,Emission,Chromium (Cr),0.00026,kg
Power Plant,IP PLTG Gilimanuk,202,Wastewater,Emission,Copper (Cu),0.00084,kg
Power Plant,IP PLTG Gilimanuk,202,Wastewater,Emission,Iron (Fe),0.00336,kg
Power Plant,IP PLTG Gilimanuk,202,Wastewater,Emission,Oil,0.042,liter
Power Plant,IP PLTG Gilimanuk,202,Wastewater,Emission,"Suspended Solids, Unspecified",0.069,kg
Power Plant,IP PLTG Gilimanuk,202,Wastewater,Emission,Feedwater,23499.99,liter
Power Plant,IP PLTG Gilimanuk,202,Wastewater,Emission,Zinc (Zn),0.00044,kg
Power Plant,IP Suralaya,203,Coal Handling System,Product,Coal,1991070650,kg
Power Plant,IP Suralaya,203,Coal Handling System,Product,Coal,1668514540,kg
Power Plant,IP Suralaya,204,Chlorination Plant,Emission,Hydrogen (H2),300,kg
Power Plant,IP Suralaya,204,Chlorination Plant,Product,Sodium Hypochlorite (NaOCl),1050318,kg
Power Plant,IP Suralaya,204,Chlorination Plant,Product,Feedwater,77760791.7,liter
Power Plant,IP Suralaya,204,Chlorination Plant,Product,Citric Acid,1250,kg
Power Plant,IP Suralaya,204,Chlorination Plant,Product,Sodium Hydroxide (NaOH 48%),1250,kg
Power Plant,IP Suralaya,205,Desalination Plant,Emission,Steam leak,6174000,kg
Power Plant,IP Suralaya,205,Desalination Plant,Emission,Air Laut Cooling Return,7316190000,kg
Power Plant,IP Suralaya,205,Desalination Plant,Emission,Brine Water,633372000,kg
Power Plant,IP Suralaya,205,Desalination Plant,Product,Feedwater,571332000,liter
Power Plant,IP Suralaya,205,Desalination Plant,Product,Air Service,61740000,kg
Power Plant,IP Suralaya,206,HSD Tank,Product,HSD,1852006.06,liter
Power Plant,IP Suralaya,206,HSD Tank,Product,HSD,884455.44,liter
Power Plant,IP Suralaya,206,HSD Tank,Product,HSD,590627,liter
Power Plant,IP Suralaya,207,TPS Limbah B3,Emission,Waste Lube Oil,16440,kg
Power Plant,IP Suralaya,207,TPS Limbah B3,Emission,Waste,640,kg
Power Plant,IP Suralaya,207,TPS Limbah B3,Emission,Waste,1030,kg
Power Plant,IP Suralaya,207,TPS Limbah B3,Emission,Waste,1140,kg
Power Plant,IP Suralaya,207,TPS Limbah B3,Emission,Waste,1520,kg
Power Plant,IP Suralaya,207,TPS Limbah B3,Emission,Filter,400,kg
Power Plant,IP Suralaya,207,TPS Limbah B3,Emission,Pasir Terkontaminasi,15110,kg
Power Plant,IP Suralaya,207,TPS Limbah B3,Emission,Bahan Kimia Kadaluarsa,1440,kg
Power Plant,IP Suralaya,207,TPS Limbah B3,Emission,Waste,20,kg
Power Plant,IP Suralaya,207,TPS Limbah B3,Emission,Waste,460,kg
Power Plant,IP Suralaya,207,TPS Limbah B3,Emission,Fly Ash,74220710,kg
Power Plant,IP Suralaya,207,TPS Limbah B3,Emission,Bottom Ash,8583140,kg
Power Plant,IP Suralaya,208,Water Treatment Plant,Emission,TSS,124.02,kg
Power Plant,IP Suralaya,208,Water Treatment Plant,Emission,Iron (Fe),3.22,kg
Power Plant,IP Suralaya,208,Water Treatment Plant,Emission,Copper (Cu),0.38,kg
Power Plant,IP Suralaya,208,Water Treatment Plant,Emission,Chromium (Cr),1.78,kg
Power Plant,IP Suralaya,208,Water Treatment Plant,Emission,Zinc (Zn),0.64,kg
Power Plant,IP Suralaya,208,Water Treatment Plant,Emission,PO4,8.03,kg
Power Plant,IP Suralaya,208,Water Treatment Plant,Emission,Minyak & Lemak,17.3,kg
Power Plant,IP Suralaya,208,Water Treatment Plant,Product,Effluent WWTP,13328000,kg
Power Plant,IP Suralaya,209,Unit Pembangkit,Emission,Sulfur Dioxide (SO2),2403040,kg
Power Plant,IP Suralaya,209,Unit Pembangkit,Emission,Nitrogen Dioxide (NO2),1529820,kg
Power Plant,IP Suralaya,209,Unit Pembangkit,Emission,Total Partikulat,185000,kg
Power Plant,IP Suralaya,209,Unit Pembangkit,Product,Electricity,3177872320,kWh
Power Plant,IP Suralaya,209,Unit Pembangkit,Waste,Waste Lube Oil,14930,kg
Power Plant,IP Suralaya,209,Unit Pembangkit,Waste,Waste,510,kg
Power Plant,IP Suralaya,209,Unit Pembangkit,Waste,Fly Ash,65426600,kg
Power Plant,IP Suralaya,209,Unit Pembangkit,Waste,Bottom Ash,7618270,kg
Power Plant,IP Suralaya,209,Unit Pembangkit,Waste,Filter,360,kg
Power Plant,IP Suralaya,209,Unit Pembangkit,Waste,Lamp,640,kg
Power Plant,IP Suralaya,209,Unit Pembangkit,Waste,Waste,1300,kg
Power Plant,IP Suralaya,209,Unit Pembangkit,Waste,Waste,930,kg
Power Plant,IP Suralaya,209,Unit Pembangkit,Waste,Waste,1090,kg
Power Plant,IP Suralaya,209,Unit Pembangkit,Emission,Losses Steam ST,1098900,kg
Power Plant,IP Suralaya,209,Unit Pembangkit,Emission,Losses Air ST,43956000,kg
Power Plant,IP Suralaya,209,Unit Pembangkit,Product,Steam,12857130000,kg
Power Plant,IP Suralaya,209,Unit Pembangkit,Product,Steam,1864467000,kg
Power Plant,IP Suralaya,209,Unit Pembangkit,Waste,Filter,0.4,kg
Power Plant,IP Suralaya,209,Unit Pembangkit,Product,Lamp,1.03,kg
Power Plant,IP Suralaya,209,Unit Pembangkit,Waste,Waste,1.52,kg
Power Plant,IP Suralaya,209,Unit Pembangkit,Emission,Gas SF6,160,kg
Power Plant,IP Suralaya,209,Unit Pembangkit,Product,Electricity,3005366920,kWh
Power Plant,IP Suralaya,209,Unit Pembangkit,Product,Pemakaian Sendiri (PS) ST,172505400,kWh
Power Plant,IP Suralaya,209,Unit Pembangkit,Waste,Waste Lube Oil,200,kg
Power Plant,IP Cilegon,210,Gas Station,Product,Natural Gas,387988570,kg
Power Plant,IP Cilegon,211,Desalination Plant,Emission,Brine Desal Plant,2346870000,kg
Power Plant,IP Cilegon,211,Desalination Plant,Product,Distilat Desal,104678000,kg
Power Plant,IP Cilegon,211,Desalination Plant,Product,Condensated Desal,10424000,kg
Power Plant,IP Cilegon,211,Desalination Plant,Waste,Waste,1820000,kg
Power Plant,IP Cilegon,212,Raw Water Tank,Product,Service Water,104678000,kg
Power Plant,IP Cilegon,213,Common Unit,Product,Make-Up Water,107957770,kg
Power Plant,IP Cilegon,213,Common Unit,Product,Waste,395.48,kg
Power Plant,IP Cilegon,213,Common Unit,Waste,Waste,2360,kg
Power Plant,IP Cilegon,214,Water Treatment Plant,Waste,Sludge,68000,kg
Power Plant,IP Cilegon,214,Water Treatment Plant,Product,Purified Effluent WWTP,7909500,kg
Power Plant,IP Cilegon,214,Water Treatment Plant,Waste,Waste,1790,kg
Power Plant,IP Cilegon,215,TPS Limbah B3,Waste,Waste Lube Oil,4.48,kg
Power Plant,IP Cilegon,215,TPS Limbah B3,Waste,Waste,0.21,kg
Power Plant,IP Cilegon,215,TPS Limbah B3,Waste,Waste,0.41,kg
Power Plant,IP Cilegon,215,TPS Limbah B3,Waste,Sludge,0.07,kg
Power Plant,IP Cilegon,215,TPS Limbah B3,Waste,Waste,0.13,kg
Power Plant,IP Cilegon,215,TPS Limbah B3,Waste,Waste,2.97,kg
Power Plant,IP Cilegon,215,TPS Limbah B3,Waste,Waste,1.3,kg
Power Plant,IP Cilegon,216,Hotwell/Condensor,Waste,Waste,2724.09,kg
Power Plant,IP Cilegon,216,Hotwell/Condensor,Waste,Feedwater,76553368000,liter
Power Plant,IP Cilegon,216,Hotwell/Condensor,Product,Condensated Water,107957770,kg
Power Plant,IP Cilegon,217,Gas Turbine,Product,Electricity,1467494368,kWh
Power Plant,IP Cilegon,217,Gas Turbine,Product,Exhaust Gas,55969576.71,kCal
Power Plant,IP Cilegon,217,Gas Turbine,Product,Waste Lube Oil,2480,kg
Power Plant,IP Cilegon,217,Gas Turbine,Product,Waste,210,kg
Power Plant,IP Cilegon,217,Gas Turbine,Product,Glass Wool,130,kg
Power Plant,IP Cilegon,217,Gas Turbine,Product,Lamp,200,kg
Power Plant,IP Cilegon,217,Gas Turbine,Product,Waste,500,kg
Power Plant,IP Cilegon,218,HRSG,Emission,Carbon Dioxide (CO2),898175510,kg
Power Plant,IP Cilegon,218,HRSG,Emission,Sulfur Dioxide (SO2),433926510,kg
Power Plant,IP Cilegon,218,HRSG,Emission,Nitrogen Dioxide (NO2),57854463759000,kg
Power Plant,IP Cilegon,218,HRSG,Emission,Total Partikulat,1225807080,kg
Power Plant,IP Cilegon,218,HRSG,Product,Steam,3320040000,kg
Power Plant,IP Cilegon,218,HRSG,Product,Losses Air HRSG,3501.8,kg
Power Plant,IP Cilegon,218,HRSG,Product,Blowdown HRSG,3501.8,kg
Power Plant,IP Cilegon,218,HRSG,Waste,Waste,1000,kg
Power Plant,IP Cilegon,218,HRSG,Waste,Waste,400,kg
Power Plant,IP Cilegon,219,Steam Turbine,Emission,Losses Steam ST,118381.77,kg
Power Plant,IP Cilegon,219,Steam Turbine,Product,Electricity,683683184,kWh
Power Plant,IP Cilegon,219,Steam Turbine,Product,Steam,104678000,kg
Power Plant,IP Cilegon,219,Steam Turbine,Product,Lamp,200,kg
Power Plant,IP Cilegon,219,Steam Turbine,Waste,Waste,400,kg
Power Plant,IP Cilegon,219,Steam Turbine,Waste,Waste,2000,kg
Power Plant,IP Cilegon,220,Transformator,Product,Electricity,1467494368,kWh
Power Plant,IP Cilegon,220,Transformator,Product,Electricity,683683184,kWh
Power Plant,IP Cilegon,220,Transformator,Product,Pemakaian Sendiri (PS) GT,55969577,kWh
Power Plant,IP Cilegon,220,Transformator,Product,Pemakaian Sendiri (PS) ST,3876681,kWh
Power Plant,IP Adipala,221,Coal Handling System,Emission,Sulfur Dioxide (SO2),0.0000876,kg
Power Plant,IP Adipala,221,Coal Handling System,Emission,Carbon Monoxide (CO),0.002,kg
Power Plant,IP Adipala,221,Coal Handling System,Emission,Nitrogen Dioxide (NO2),0.00000438,kg
Power Plant,IP Adipala,221,Coal Handling System,Emission,Particulate Matter (PM10),0.0000613,kg
Power Plant,IP Adipala,221,Coal Handling System,Emission,PM2.5,0.0000304,kg
Power Plant,IP Adipala,221,Coal Handling System,Emission,Oxydant,0.0000105,kg
Power Plant,IP Adipala,221,Coal Handling System,Emission,TSP,0.00000061,kg
Power Plant,IP Adipala,221,Coal Handling System,Emission,Hydrocarbon (HC),0.0000875,kg
Power Plant,IP Adipala,221,Coal Handling System,Emission,Lead,0.00000004,kg
Power Plant,IP Adipala,222,Fuel Oil Tank,Product,HSD B30,1902847.02,liter
Power Plant,IP Adipala,223,Chlorination Plant,Emission,Chlorine (Cl2),562800000,kg
Power Plant,IP Adipala,224,SWRO,Waste,Wastewater,40117000,kg
Power Plant,IP Adipala,224,SWRO,Waste,Feedwater,231496370,liter
Power Plant,IP Adipala,225,Demineralized Plant,Waste,Wastewater,79360250,kg
Power Plant,IP Adipala,225,Demineralized Plant,Waste,Demineralized Water,180851000,liter
Power Plant,IP Adipala,226,Condenser,Emission,Chlorine (Cl2),562800000,kg
Power Plant,IP Adipala,226,Condenser,Emission,Chlorine (Cl2),933804.77,kg
Power Plant,IP Adipala,226,Condenser,Waste,Feedwater,7300743360,liter
Power Plant,IP Adipala,227,Condensate Polishing Unit,Waste,Feedwater,7300743360,liter
Power Plant,IP Adipala,228,Heater,Waste,Feedwater,10973539110,liter
Power Plant,IP Adipala,229,Deaerator,Waste,Feedwater,10973539110,liter
Power Plant,IP Adipala,230,Boiler,Emission,Bottom Ash,5454500,kg
Power Plant,IP Adipala,230,Boiler,Emission,Flue Gas,4098702000,liter
Power Plant,IP Adipala,230,Boiler,Emission,Carbon Dioxide (CO2),3428896300,kg
Power Plant,IP Adipala,230,Boiler,Emission,Nitrous Oxide (N2O),51190,kg
Power Plant,IP Adipala,230,Boiler,Emission,Methane (CH4),34240,kg
Power Plant,IP Adipala,230,Boiler,Emission,Nitrogen Oxide (NOx),2511200,kg
Power Plant,IP Adipala,230,Boiler,Emission,Particulates,559200,kg
Power Plant,IP Adipala,230,Boiler,Emission,Sulfur Dioxide (SO2),3056000,kg
Power Plant,IP Adipala,230,Boiler,Product,Steam,10973539110,kg
Power Plant,IP Adipala,231,Turbine & Generator,Product,Energy,3698655201,kWh
Power Plant,IP Adipala,231,Turbine & Generator,Product,Steam,7119892360,kg
Power Plant,IP Adipala,231,Turbine & Generator,Product,Steam,3853646750,kg
Power Plant,IP Adipala,232,Transformator,Product,Electricity,3529604317,kWh
Power Plant,IP Adipala,233,ESP,Waste,Fly Ash,66499710,kg
Power Plant,IP Adipala,234,Water Treatment Plant,Emission,TSS,588.2,kg
Power Plant,IP Adipala,234,Water Treatment Plant,Emission,Oil,30.8,liter
Power Plant,IP Adipala,234,Water Treatment Plant,Emission,Sludge,100,kg
Power Plant,IP Adipala,234,Water Treatment Plant,Emission,BOD,17.1,kg
Power Plant,IP Adipala,234,Water Treatment Plant,Emission,Iron (Fe),9.4,kg
Power Plant,IP Adipala,234,Water Treatment Plant,Emission,Copper (Cu),1.1,kg
Power Plant,IP Adipala,234,Water Treatment Plant,Emission,Chromium (Cr),3.2,kg
Power Plant,IP Adipala,234,Water Treatment Plant,Emission,Zinc (Zn),6.6,kg
Power Plant,IP Adipala,234,Water Treatment Plant,Emission,PO4,2.6,kg
Power Plant,IP Adipala,234,Water Treatment Plant,Emission,Residual Cl,2.2,kg
Power Plant,IP Adipala,234,Water Treatment Plant,Emission,TOC,242.3,kg
Power Plant,IP Adipala,234,Water Treatment Plant,Emission,Manganese (Mn),0.4,kg
Power Plant,IP Adipala,234,Water Treatment Plant,Waste,Reuse Water,50457730,liter
Power Plant,IP Adipala,235,Ash Pond,Waste,Bottom Ash,5454530,kg
Power Plant,IP Adipala,235,Ash Pond,Waste,Fly Ash,66499710,kg
Power Plant,IP Adipala,235,Ash Pond,Waste,Leachate Water,5219200,liter
Power Plant,IP Adipala,236,Hazardous & Toxic Pond,Waste,Waste,25440,kg
Mining,Timah Batu Besi,237,Stripping,Product,Ore,57710000,kg
Mining,Timah Batu Besi,237,Stripping,Waste,Tin,463544500,kg
Mining,Timah Batu Besi,237,Stripping,Emission,Carbon Dioxide (CO2),37394,kg
Mining,Timah Batu Besi,238,Material Handling,Emission,Carbon Dioxide (CO2),87251.8,kg
Mining,Timah Batu Besi,239,Rehandling,Product,Ore Greisen,40534000,kg
Mining,Timah Batu Besi,239,Rehandling,Product,Ore Oxide,17116000,kg
Mining,Timah Batu Besi,239,Rehandling,Product,Ore Skarn,60000,kg
Mining,Timah Batu Besi,239,Rehandling,Emission,Carbon Dioxide (CO2),8214.4,kg
Mining,Timah Batu Besi,240,Material Handling,Product,Ore Oxide,1948000,kg
Mining,Timah Batu Besi,240,Material Handling,Emission,Carbon Dioxide (CO2),402.4,kg
Mining,Timah Batu Besi,241,Material Handling,Product,Ore Greisen,40534000,kg
Mining,Timah Batu Besi,242,Material Handling,Product,Ore Skarn,60000,kg
Mining,Timah Batu Besi,242,Material Handling,Emission,Carbon Dioxide (CO2),68.7,kg
Mining,Timah Batu Besi,243,Crusher,Product,Ore Skarn,60000,kg
Mining,Timah Batu Besi,244,Pencucian,Waste,Konsentrat,1628000,kg
Mining,Timah Batu Besi,244,Pencucian,Waste,SHP,38906000,kg
Mining,Timah Batu Besi,244,Pencucian,Emission,Feedwater,1172000,liter
Mining,Timah Batu Besi,245,Ball Mill,Product,Ore Oxide,1948000,kg
Mining,Timah Batu Besi,245,Ball Mill,Product,Ore Skarn,60000,kg
Mining,Timah Batu Besi,246,Material Handling,Product,Ore Skarn,60000,kg
Mining,Timah Batu Besi,247,Material Handling,Product,Ore Oxide,1948000,kg
Mining,Timah Batu Besi,248,Shaking Table,Waste,Konsentrat,1085000,kg
Mining,Timah Batu Besi,248,Shaking Table,Waste,SHP,923000,kg
Mining,Timah Batu Besi,248,Shaking Table,Emission,Feedwater,3476000,liter
Mining,Timah Batu Besi,249,Material Handling,Waste,Konsentrat,1085000,kg
Mining,Timah Batu Besi,250,Material Handling,Waste,Konsentrat,1628000,kg
Mining,Timah Batu Besi,250,Material Handling,Emission,Carbon Dioxide (CO2),682.1,kg
Mining,Timah Batu Besi,251,Rotary Dryer,Waste,Konsentrat,2360000,kg
Mining,Timah Batu Besi,251,Rotary Dryer,Emission,Nitrogen Oxide (NOx),3703.5,kg
Mining,Timah Batu Besi,251,Rotary Dryer,Emission,Particulates,260.3,kg
Mining,Timah Batu Besi,251,Rotary Dryer,Emission,Sulfur Oxide (SOx),243.5,kg
Mining,Timah Batu Besi,251,Rotary Dryer,Emission,Carbon Dioxide (CO2),144744,kg
Mining,Timah Batu Besi,252,Pengarungan,Waste,Konsentrat,2360000,kg
Mining,Timah Batu Besi,252,Pengarungan,Waste,Jumbo Bag,8890,kg
Mining,Timah Batu Besi,253,Material Handling,Emission,Carbon Dioxide (CO2),1425.5,kg
Mining,Timah Batu Besi,254,Gudang,Waste,Jumbo Bag,8890,kg
Mining,Timah Batu Besi,255,Material Handling,Emission,Carbon Dioxide (CO2),44943.7,kg
Mining,Timah Batu Besi,256,Pelabuhan,Waste,Konsentrat,2360000,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,257,Penerimaan,Waste,Bijih Timah,22286000,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,257,Penerimaan,Waste,Timah Sampling,2000,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,257,Penerimaan,Waste,SHP,375000,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,257,Penerimaan,Waste,Timah Sampling,1000,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,257,Penerimaan,Emission,Carbon Dioxide (CO2),3548000,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,258,Ore Bin,Waste,SHP,375000,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,258,Ore Bin,Emission,Carbon Dioxide (CO2),8637000,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,258,Ore Bin,Emission,Feedwater,23850000,liter
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,259,Harz Jig,Waste,Bijih Timah,19540000,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,259,Harz Jig,Waste,SHP,112000,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,259,Harz Jig,Emission,Feedwater,21465000,liter
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,259,Harz Jig,Emission,Feedwater,6813000,liter
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,260,Rotary Dryer,Waste,Konsentrat,3009000,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,260,Rotary Dryer,Waste,Konsentrat,19507000,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,260,Rotary Dryer,Emission,Carbon Dioxide (CO2),460658,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,261,HTS-MS,Waste,Konsentrat,32000,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,261,HTS-MS,Emission,Carbon Dioxide (CO2),103,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,261,HTS-MS,Emission,Waste,14000,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,262,Shaking Table,Waste,Konsentrat,34000,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,262,Shaking Table,Emission,Carbon Dioxide (CO2),121,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,262,Shaking Table,Emission,Feedwater,5105000,liter
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,262,Shaking Table,Emission,Waste,15000,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,263,Air Table,Waste,Konsentrat,12000,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,263,Air Table,Emission,Carbon Dioxide (CO2),69,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,263,Air Table,Emission,Waste,5000,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,264,Mixing,Waste,Komposisi Pasca Mixing,64268000,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,264,Mixing,Emission,Carbon Dioxide (CO2),108689,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,264,Mixing,Waste,Waste Lube Oil,748,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,265,Peleburan,Waste,Crude Tin,17980000,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,265,Peleburan,Waste,Slag,46288000,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,265,Peleburan,Emission,Carbon Dioxide (CO2),2895710,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,265,Peleburan,Emission,Nitrogen Oxide (NOx),131220,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,265,Peleburan,Emission,Particulates,82690,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,265,Peleburan,Emission,Sulfur Dioxide (SO2),123760,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,265,Peleburan,Emission,Wastewater,30218000,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,265,Peleburan,Emission,Feedwater,558000,liter
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,266,Peleburan,Waste,Crude Tin,5945000,kg
